node,type,invert_elev,x,y,catchment
34902807,junction,492.82764780971604,1960951.589,591674.733,WWTP4
34903002,junction,483.7389272018592,1962305.506,591660.864,WWTP4
34903003,junction,480.20628813658107,1962423.702,591651.428,WWTP4
34903004,junction,473.0770018780085,1962490.179,591621.41,WWTP4
34903005,junction,508.02946405892794,1961606.412,591572.261,WWTP4
34903006,junction,476.34446441293363,1962218.919,591620.702,WWTP4
34903007,junction,478.4506366252781,1962366.257,591590.793,WWTP4
34903008,junction,463.5580788401624,1962561.337,591589.391,WWTP4
34903009,junction,470.3703724647498,1962233.181,591549.086,WWTP4
34903010,junction,466.20679613759705,1962455.254,591542.937,WWTP4
34903011,junction,452.6126889493827,1962644.721,591551.87,WWTP4
34903012,junction,495.2247904495807,1961523.11,591483.691,WWTP4
34903013,junction,497.34827442055365,1961638.002,591525.167,WWTP4
34903014,junction,470.21187614775715,1962269.915,591526.569,WWTP4
34903015,junction,463.6159909559867,1962514.012,591516.424,WWTP4
34903016,junction,461.76889926180337,1962344.304,591493.023,WWTP4
34903017,junction,488.5740411480822,1961468.401,591425.523,WWTP4
34903018,junction,567.1638303276604,1961632.569,591486.15,WWTP4
34903019,junction,491.43819060038595,1961749.125,591475.012,WWTP4
34903020,junction,456.61776895954273,1962418.046,591459.769,WWTP4
34903021,junction,449.60430693261867,1962622.841,591467.316,WWTP4
34903022,junction,486.204764133533,1961847.746,591430.501,WWTP4
34903023,junction,472.93374559149595,1962111.528,591422.566,WWTP4
34903024,junction,463.2502302244652,1962220.634,591433.887,WWTP4
34903025,junction,456.5171847583743,1962301.279,591410.511,WWTP4
34903026,junction,451.07039786480055,1962501.812,591421.979,WWTP4
34903027,junction,486.7452374904749,1961380.58,591421.352,WWTP4
34903028,junction,484.2032004064007,1961430.829,591390.242,WWTP4
34903029,junction,960.8503937007873,1961447.911,591374.895,WWTP4
34903030,junction,502.2108204216406,1961570.136,591428.647,WWTP4
34903031,junction,499.7541275082548,1961615.437,591418.726,WWTP4
34903032,junction,494.56337312674606,1961674.276,591391.311,WWTP4
34903033,junction,493.7708915417829,1961832.658,591381.768,WWTP4
34903034,junction,473.1836820913689,1961946.974,591368.375,WWTP4
34903035,junction,460.9269888491829,1962114.482,591358.591,WWTP4
34903036,junction,459.7389272018592,1962201.619,591364.982,WWTP4
34903037,junction,449.7170831581711,1962379.727,591375.129,WWTP4
