FEAT_NUM,Unnamed: 0,OID_,FR_PNT,TO_PNT,WIDTH,HEIGHT,SHAPE_DESC,US_IL,DS_IL,GEOMETRY_L,us_x,us_y,ds_x,ds_y,Assigned_Outfall,stay
FBP4000307,113221,113221,FMH4021355,FMH4022038,1200,1500,Rectangular,2.726604080763738,2.643746937906595,29,831586.8399999999,824993.6999999998,831557.5849999998,824996.506,SCISTW,True
FBP4000308,113222,113222,FMH4022036,FMH4022037,1500,1700,Rectangular,2.5317795900989046,2.4946367329560477,13,831557.186,824999.275,831549.5949999999,824990.098,SCISTW,True
FBP4000309,113223,113223,FMH4022038,FMH4022040,1200,1500,Rectangular,2.4703510186703332,2.3446367329560474,44,831557.5849999998,824996.506,831551.12,824955.9969999999,SCISTW,True
FBP4000310,113224,113224,FMH4022037,FMH4022039,1500,1700,Rectangular,2.3212408137197857,2.2240979565769288,34,831549.5949999999,824990.098,831548.483,824956.207,SCISTW,True
FBP4000311,113225,113225,FMH4022039,FMH4022041,1500,1700,Rectangular,2.050702037340667,1.9049877516263811,51,831548.483,824956.207,831546.809,824905.196,SCISTW,True
FBP4000312,113226,113226,FMH4022040,FMH4021406,1200,1500,Rectangular,2.1712408137197854,2.0255265280054995,51,831551.12,824955.9969999999,831549.476,824905.061,SCISTW,True
FBP4000313,113227,113227,FMH4022041,FMH4022042,1500,1700,Rectangular,1.7315918323901194,1.5887346895329766,50,831546.809,824905.196,831545.153,824854.729,SCISTW,True
FBP4000315,113228,113228,FMH4022042,FMH4021257,1500,1700,Rectangular,1.4153387702967148,1.2667673417252863,52,831545.153,824854.729,831543.434,824802.311,SCISTW,True
FBP4000316,113229,113229,FMH4022043,FMH4022044,1200,1500,Rectangular,1.2024816274395713,1.1767673417252855,9,831545.866,824799.459,831539.5208,824793.4222999999,SCISTW,True
FBP4000320,113230,113230,FGJ4001215,FSH4000463,2500,1100,Rectangular,-0.49536326704395217,0.3733959192362618,37,830449.2249999999,823680.5949999999,830412.26,823682.572,SCISTW,True
FBP4000321,113231,113231,FGJ4001217,FGJ4001216,2900,2300,Rectangular,-1.177681633521976,-1.2491102049505474,25,830063.197,823534.36,830041.454,823538.7419999999,SCISTW,True
FBP4000340,113232,113232,FSH4000480,FSH4000481,1830,920,Rectangular,-0.3333959192362618,0.1633959192362618,5,830046.957,825005.723,830045.532,825001.3299999998,SCISTW,True
FBP4000381,113234,113234,FGJ4001321,FMH4023510,1500,700,Rectangular,1.8383836708626429,1.7440979565769286,33,829024.787,826085.0309999998,829054.055,826071.886,SCISTW,True
FBP4000384,113235,113235,FMH4023515,FGJ4001322,1500,700,Rectangular,1.012481627439572,0.9153387702967148,34,829118.067,826034.305,829147.26,826017.1659999999,SCISTW,True
FBP4000386,113236,113236,FMH4023517,FGJ4002960,1500,700,Rectangular,0.5514040746813342,0.53711836039562,5,829152.047,826014.355,829156.023,826012.02,SCISTW,True
FBP4000441,113237,113237,FMH4028520,FGJ4001281,1500,825,Rectangular,0.7035346834505722,0.6406775405934294,22,837372.986,819189.5379999998,837373.049,819211.508,SCISTW,True
FBP4000464,113238,113238,FSH4000560,XPS4000360,1400,1800,Rectangular,-7.563395919236261,-7.566253062093404,1,837078.702,818066.92,837079.571,818066.908,SCISTW,True
FBP4000500,113239,113239,FMH4030002,FMH4029979,2550,600,Rectangular,2.616604080763738,2.903395919236262,64,838091.145,821555.707,838095.533,821491.6659999999,SCISTW,True
FBP4000525,113240,113240,FSH4000761,FSH4000762,2700,950,Rectangular,2.616604080763738,2.963395919236262,4,838908.6069999998,822081.353,838907.55,822077.15,SCISTW,True
FBP4000562,113241,113241,FSH4000783,FSH4000784,2000,900,Rectangular,3.776604080763738,3.7194612236208813,20,839071.238,821950.013,839085.43,821935.854,SCISTW,True
FBP4000564,113242,113242,FSH4000785,FSH4000786,2000,900,Rectangular,3.304097956576929,3.0526693851483575,88,839091.767,821909.584,839128.25,821829.915,SCISTW,True
FBP4000566,113243,113243,FSH4000788,FSH4000789,2000,900,Rectangular,2.0847999939175956,2.0447999939175956,14,839173.5,821742.581,839185.29,821734.8,SCISTW,True
FBP4000580,113244,113244,FSH4000787,FSH4000788,1500,750,Rectangular,2.3553387702967146,2.2581959131538576,34,839163.605,821777.066,839172.701,821743.942,SCISTW,True
FBP4000568,113245,113245,FSH4000790,FSH4000791,2000,900,Rectangular,1.6294367268736436,1.5322938697307864,34,839208.202,821719.762,839219.5579999998,821688.306,SCISTW,True
FBP4000571,113246,113246,FSH4000794,FSH4000795,2000,900,Rectangular,0.8435346834505726,0.7835346834505725,21,839244.0459999999,821645.1219999999,839264.2639999999,821641.6439999999,SCISTW,True
FBP4001960,113247,113247,FGJ4015360,FGJ4002203,2500,2300,Rectangular,-16.073191881049343,-16.15319188104934,28,840262.8647,819456.0609,840282.113,819435.7149999999,SCISTW,True
FTP7000278,113248,113248,FSH7005380,FGJ7030941,1200,2400,Circular,-12.872506124186808,-13.466791838472522,208,839096.251,817091.513,838928.8406999998,817213.8321,SCISTW,True
FTP7000282,113249,113249,FGJ7030165,FGJ7030166,1100,2000,Circular,-21.101265310467024,-21.38697959618131,100,836965.5167,815934.3148,836873.3749,815895.6041999998,SCISTW,True
FTP7000293,113250,113250,FGJ7030175,FGJ7030176,1600,3100,Circular,-25.76201634130218,-26.047730627016463,100,836098.2012999998,815972.4357,835999.6261,815955.615,SCISTW,True
FTP7000306,113251,113251,FGJ7030188,FGJ7030189,1600,3100,Circular,-31.730449005659302,-32.01616329137359,100,834866.5827,816073.9115,834781.6198,816126.6495,SCISTW,True
FTP7000308,113252,113252,FGJ7030190,FGJ7030191,1600,3100,Circular,-32.6486694155604,-32.93438370127468,100,834696.6568999998,816179.3876,834611.694,816232.1256,SCISTW,True
FTP7000309,113253,113253,FGJ7030191,FGJ7030192,1600,3100,Circular,-33.10777962051095,-33.39349390622523,100,834611.694,816232.1256,834526.7310999999,816284.8637,SCISTW,True
FTP7000310,113254,113254,FGJ7030192,FGJ7030193,1600,3100,Circular,-33.566889825461494,-33.85260411117578,100,834526.7310999999,816284.8637,834441.7681,816337.6017,SCISTW,True
FTP7000311,113255,113255,FGJ7030193,FGJ7030194,1600,3100,Circular,-34.02600003041204,-34.31171431612633,100,834441.7681,816337.6017,834356.8051999998,816390.3397999998,SCISTW,True
FTP7000312,113256,113256,FGJ7030194,FGJ7030195,1600,3100,Circular,-34.48511023536259,-34.770824521076875,100,834356.8051999998,816390.3397999998,834271.8423,816443.0777999999,SCISTW,True
FTP7000318,113257,113257,FGJ7030200,FGJ7030201,1600,3100,Circular,-37.23977146506588,-37.52548575078016,100,833801.5404,816598.4989,833703.9114,816620.1456,SCISTW,True
FTP7000319,113258,113258,FGJ7030201,FGJ7030202,1600,3100,Circular,-37.698881670016426,-37.98459595573071,100,833703.9114,816620.1456,833606.2824,816641.7922,SCISTW,True
FTP7000320,113259,113259,FGJ7030202,FGJ7030203,1600,3100,Circular,-38.157991874966974,-38.44370616068126,100,833606.2824,816641.7922,833508.6533999998,816663.4388999998,SCISTW,True
FTP7000321,113260,113260,FGJ7030203,FGJ7030204,1600,3100,Circular,-38.61710207991752,-38.90281636563181,100,833508.6533999998,816663.4388999998,833410.5283999998,816682.5465,SCISTW,True
FTP7000322,113261,113261,FGJ7030204,FGJ7030205,1600,3100,Circular,-39.07621228486807,-39.361926570582355,100,833410.5283999998,816682.5465,833310.9577,816691.2234,SCISTW,True
FTP7000330,113262,113262,FGJ7030211,FGJ7030212,2000,3600,Circular,-42.055698005236195,-42.34141229095048,100,832796.0875999999,816674.7759,832698.7722999998,816697.5636,SCISTW,True
FTP7000333,113263,113263,FGJ7030214,FGJ7030220,2000,3600,Circular,-43.43302862008784,-43.5901714772307,55,832514.6787,816774.6709999999,832466.9999,816802.7019,SCISTW,True
FTP7000343,113264,113264,FGJ7030241,FGJ7030242,3050,3050,Circular,-44.68178780636806,-44.96750209208234,100,832517.5684,816996.1006999998,832544.2754,817092.4684,SCISTW,True
FTP7000534,113265,113265,FGJ7030712,FGJ7030713,3050,3050,Circular,-53.71256333395045,-53.998277619664734,100,833037.5367,818872.3192,833064.2437,818968.6868999999,SCISTW,True
FTP7000535,113266,113266,FGJ7030713,FGJ7030714,3050,3050,Circular,-54.171673538901,-54.45738782461528,100,833064.2437,818968.6868999999,833090.9507,819065.0546999999,SCISTW,True
FTP7000536,113267,113267,FGJ7030714,FGJ7030715,3050,3050,Circular,-54.630783743851545,-54.91649802956583,100,833090.9507,819065.0546999999,833117.6577,819161.4224,SCISTW,True
FTP7000537,113268,113268,FGJ7030715,FGJ7030716,3050,3050,Circular,-55.08989394880209,-55.37560823451638,100,833117.6577,819161.4224,833144.3647,819257.7901,SCISTW,True
FTP7000538,113269,113269,FGJ7030716,FGJ7030717,3050,3050,Circular,-55.54900415375264,-55.834718439466926,100,833144.3647,819257.7901,833171.0716999999,819354.1578,SCISTW,True
FTP7000539,113270,113270,FGJ7030717,FGJ7030718,3050,3050,Circular,-56.00811435870319,-56.293828644417474,100,833171.0716999999,819354.1578,833197.7787,819450.5255,SCISTW,True
FTP7000540,113271,113271,FGJ7030718,FGJ7030719,3050,3050,Circular,-56.46722456365374,-56.75293884936802,100,833197.7787,819450.5255,833224.4856999998,819546.8932,SCISTW,True
FTP7000541,113272,113272,FGJ7030719,FGJ7030720,3050,3050,Circular,-56.926334768604285,-57.21204905431857,100,833224.4856999998,819546.8932,833251.1927,819643.2609,SCISTW,True
FTP7000548,113273,113273,FGJ7030726,FGJ7030727,3050,3050,Circular,-60.14010620325812,-60.425820488972406,100,833390.0642999999,820224.9246999999,833371.8563,820322.9819999998,SCISTW,True
FTP7000551,113274,113274,FGJ7030729,FGJ7030730,3050,3050,Circular,-61.517436818109765,-61.80315110382405,100,833266.9137,820490.7787999999,833186.7556999999,820550.1289999998,SCISTW,True
FTP7000556,113275,113275,FGJ7030734,FGJ7030735,3050,3050,Circular,-63.812987842862505,-64.09870212857679,100,832802.294,820656.1766,832704.9114,820678.9059999998,SCISTW,True
FTP7000557,113276,113276,FGJ7030735,FGJ7030736,3050,3050,Circular,-64.27209804781305,-64.55781233352734,100,832704.9114,820678.9059999998,832614.53,820716.3098,SCISTW,True
FTP7000558,113277,113277,FGJ7030736,FGJ4024473,3050,3050,Circular,-64.7312082527636,-64.73977968133502,3,832614.53,820716.3098,832612.4592,820718.3852,SCISTW,True
FBP1001122,113279,113279,FGJ1013418,FCH1005110,1250,2500,Rectangular,-22.470032713016373,-22.4786041415878,3,813235.3223,825780.4421,813232.8478,825778.7513999998,Pillar Point STW,True
FBP4000603,113281,113281,FCH4000620,FGJ4003380,1400,2300,Rectangular,-21.029493936637245,-21.040922508065815,4,840727.816,818934.376,840730.228,818931.169,SCISTW,True
FBP4000662,113282,113282,FSH4000796,FSH4000900,2000,900,Rectangular,0.32817141640662045,0.2110285592637633,41,839296.356,821616.765,839328.0969999998,821591.569,SCISTW,True
FBP4000740,113283,113283,FGJ4002143,FGJ4002161,2500,2300,Rectangular,-2.1294857203681183,-2.1466285775109757,6,839218.023,821105.094,839218.4819999998,821099.486,SCISTW,True
FBP4000743,113284,113284,FGJ4002140,FGJ4002141,2250,1100,Rectangular,-0.755902043423071,-0.8216163291373567,23,839201.8739999998,821342.435,839200.436,821319.0679999999,SCISTW,True
FBP4000744,113285,113285,FGJ4002142,FGJ4002143,2000,1600,Rectangular,-1.841804086846142,-1.9560898011318564,40,839214.593,821144.652,839218.023,821105.094,SCISTW,True
FBP4000760,113286,113286,FGJ4002160,FGJ4002162,2500,2300,Rectangular,-2.507706130269214,-2.6962775588406425,66,839218.89,821094.501,839224.253,821028.905,SCISTW,True
FBP4000762,113287,113287,FGJ4002162,FGJ4002163,2500,2300,Rectangular,-2.8696734780769044,-2.961102049505476,32,839224.253,821028.905,839226.9499999998,820996.7439999998,SCISTW,True
FBP4000766,113288,113288,FGJ4002166,FGJ4002167,2500,2300,Rectangular,-5.352016341302165,-5.377730627016451,9,839270.0089999998,820586.9669999998,839270.804,820577.806,SCISTW,True
FBP4000801,113289,113289,FGJ4002181,FGJ4002182,2500,2300,Rectangular,-7.468644918813139,-7.485787775955996,6,839299.1219999999,820271.52,839299.6459999998,820266.008,SCISTW,True
FBP4000803,113290,113290,FGJ4002183,FGJ4002184,2500,2300,Rectangular,-8.086865328714234,-8.169722471571378,29,839305.306,820176.9919999999,839306.0159999998,820147.6629999998,SCISTW,True
FBP4000827,113291,113291,FGJ4003360,FMH4036902,800,2300,Rectangular,-19.12340413550538,-19.131975564076807,3,840548.5,819177.633,840549.812,819175.373,SCISTW,True
FBP4000828,113292,113292,FMH4036902,FGJ4002205,800,2300,Rectangular,-19.30537148331307,-19.388228626170214,29,840549.812,819175.373,840565.256,819150.782,SCISTW,True
FBP4000902,113293,113293,FMH4021921,FMH4021922,1650,1400,Rectangular,1.2766040807637382,1.6133959192362617,6,829637.172,825733.861,829641.5949999999,825730.525,SCISTW,True
FBP4000906,113294,113294,FMH4021926,FMH4006487,1800,1300,Rectangular,0.7117795900989048,1.2733959192362618,10,829804.892,825527.381,829807.1289999998,825517.851,SCISTW,True
FBP4001640,113295,113295,FGJ4009140,FGJ4002201,2500,2300,Rectangular,-12.628693912307613,-12.668693912307612,14,839832.741,819757.855,839847.2029999999,819756.998,SCISTW,True
FBP4000772,113296,113296,FSH4000961,FSH4000962,600,1500,Rectangular,1.280702037340667,1.1292734659120955,53,840130.6239999998,820380.358,840135.8399999999,820328.111,SCISTW,True
FBP4001680,113297,113297,FGJ4009581,FGJ4002181,2500,2300,Rectangular,-7.152391856719734,-7.295248999576877,50,839294.412,820321.011,839299.1219999999,820271.52,SCISTW,True
FBP4001380,113298,113298,FGJ4010740,FGJ4003720,2500,2300,Rectangular,-10.876000030412019,-11.164571458983447,101,839542.7715999999,819824.7733999998,839624.817,819767.402,SCISTW,True
FBP4001741,113299,113299,FGJ4005181,FGJ4005182,2500,2300,Rectangular,-10.023493906225209,-10.294922477653781,95,839431.775,819962.735,839491.356,819888.681,SCISTW,True
FBP4001980,113300,113300,FGJ4015380,FGJ4003341,3000,2300,Rectangular,-16.896236781615276,-16.944808210186704,17,840335.8321999998,819379.6252,840348.505,819368.549,SCISTW,True
FTP7000572,113305,113305,FGJ7030770,FGJ7030771,600,600,Circular,22.681779990098903,22.39606570438462,100,832753.7572,811957.8308999998,832748.9779,812057.611,SCISTW,True
FTP7000573,113306,113306,FGJ7030771,FGJ7030772,600,600,Circular,22.222669785148355,21.93695549943407,100,832748.9779,812057.611,832748.2351,812157.5979,SCISTW,True
FTP7000574,113307,113307,FGJ7030772,FGJ7034657,600,600,Circular,21.763559580197807,21.71784529448352,16,832748.2351,812157.5979,832748.2275,812173.9560999998,SCISTW,True
FTP7000600,113308,113308,FGJ7030860,FGJ7030395,1260,2160,Oval,-15.122628607923,-15.151200036494428,10,831283.2885,813649.7598999998,831273.0916,813651.5966,SCISTW,True
FBP4001720,113309,113309,FGJ4002144,FCH4002100,2500,2300,Rectangular,-8.818481657851592,-8.892767372137307,26,839306.817,820102.3839999998,839325.0906999998,820084.1188,SCISTW,True
FBP4000804,113310,113310,FGJ4002184,FGJ4024624,2500,2300,Rectangular,-8.34311839080764,-8.417404105093354,26,839306.0159999998,820147.6629999998,839306.48,820121.4325,SCISTW,True
FBP4001181,113312,113312,FMH4029505,FMH4029506,1800,1200,Rectangular,1.3166040807637382,1.6633959192362617,22,837841.1679999998,820469.6389999999,837859.388,820457.979,SCISTW,True
FBP4000380,113313,113313,FGJ4001320,FGJ4001321,1500,700,Rectangular,2.126065304384619,2.0117795900989046,40,828990.386,826105.164,829024.787,826085.0309999998,SCISTW,True
FBP4000123,113314,113314,FCH4000203,FGJ4005133,2200,2200,Rectangular,-11.498130639181255,-11.695273496324113,69,834038.145,821213.4129999998,833985.483,821257.219,SCISTW,True
FBP4001433,113315,113315,FGJ4005133,FCH4000202,2200,2200,Rectangular,-11.868669415560374,-12.065812272703232,69,833985.483,821257.219,833932.554,821301.248,SCISTW,True
FBP4000126,113316,113316,FCH4000210,FGJ4005134,2200,2200,Rectangular,-7.305951036917544,-7.488808179774687,64,834425.1239999998,820884.4919999999,834374.873,820924.3989999999,SCISTW,True
FBP4001434,113317,113317,FGJ4005134,FCH4000209,2200,2200,Rectangular,-7.662204099010949,-7.847918384725235,65,834374.873,820924.3989999999,834322.452,820961.98,SCISTW,True
FBP4000162,113318,113318,FCH4000243,FGJ4005135,2200,2200,Rectangular,-6.490587769873593,-6.724873484159307,82,834555.0649999998,820778.439,834491.7489999998,820830.06,SCISTW,True
FBP4001435,113319,113319,FGJ4005135,FCH4000210,2200,2200,Rectangular,-6.8982694033955685,-7.1325551176812825,82,834491.7489999998,820830.06,834428.0799999998,820881.971,SCISTW,True
FBP4000143,113320,113320,FCH4000241,FGJ4005136,2200,2200,Rectangular,-5.450400012164808,-5.6875428693076655,83,834704.7469999999,820652.9889999998,834643.238,820708.6219999999,SCISTW,True
FBP4001436,113321,113321,FGJ4005136,FCH4000245,2200,2200,Rectangular,-5.860938788543927,-6.100938788543927,84,834643.238,820708.6219999999,834577.6019999998,820761.042,SCISTW,True
FBP4000140,113322,113322,FCH4000247,FGJ4005137,2200,2200,Rectangular,-4.071102049505476,-4.322530620934048,88,834874.008,820480.4599999998,834806.245,820536.799,SCISTW,True
FBP4001437,113323,113323,FGJ4005137,FCH4000246,2200,2200,Rectangular,-4.495926540170309,-4.747355111598881,88,834806.245,820536.799,834738.5779999999,820593.059,SCISTW,True
FBP4000160,113324,113324,FCH4000020,FGJ4012020,2200,2200,Rectangular,-3.068946943989,-3.1260898011318567,20,834815.1389999999,820394.4449999998,834828.1439999999,820409.4996,SCISTW,True
FBP4001438,113325,113325,FGJ4005138,FGJ4000880,2200,2200,Rectangular,-3.5643102110329523,-3.7185959253186667,54,834849.643,820433.6609999998,834878.456,820476.7879999998,SCISTW,True
FBP4001440,113326,113326,FGJ4005140,FMH4022043,1200,1500,Rectangular,1.5273061181044045,1.375877546675833,53,831547.6779999998,824852.4699999999,831545.866,824799.459,SCISTW,True
FBP4000125,113327,113327,FCH4000201,FGJ4005129,2200,2200,Rectangular,-12.455461254032898,-12.686889825461469,81,833913.471,821317.136,833851.2249999999,821368.966,SCISTW,True
FBP4001428,113328,113328,FGJ4005129,FCH4000200,2200,2200,Rectangular,-12.86028574469773,-13.091714316126302,81,833851.2249999999,821368.966,833789.0409999999,821420.7439999998,SCISTW,True
FBP4001040,113329,113329,FGJ4003680,FGJ4005183,2500,2300,Rectangular,-15.337828614005392,-15.569257185433964,81,840169.261,819555.0039999998,840224.944,819496.1439999999,SCISTW,True
FBP4000823,113330,113330,FSH4001000,FGJ4015340,2500,2300,Rectangular,-14.42906942772518,-14.477640856296608,17,840062.892,819637.7809999998,840074.7184999998,819626.0814,SCISTW,True
FBP4001485,113331,113331,FGJ4005186,FGJ4003260,2500,2300,Rectangular,-13.653706160681228,-13.825134732109799,60,839945.561,819732.439,839995.395,819698.2369999998,SCISTW,True
FBP4001061,113332,113332,FGJ4003701,FGJ4005201,3000,2300,Rectangular,-17.954644949225163,-18.21178780636802,90,840385.836,819335.9599999998,840453.06,819276.501,SCISTW,True
FBP4001502,113333,113333,FGJ4005203,XTS4000200,3000,2300,Rectangular,-24.300595986142728,-24.4920245575713,67,841040.3569999998,818652.0379999998,841089.044,818659.5779999999,SCISTW,True
FBP4001501,113334,113334,FGJ4005202,FGJ4003360,800,2300,Rectangular,-18.798579644840544,-18.950008216269115,53,840513.577,819217.92,840548.5,819177.633,SCISTW,True
FBP4000600,113335,113335,FGJ4002205,FGJ4005204,3000,2300,Rectangular,-19.561624545406477,-19.82162454540648,91,840565.256,819150.782,840619.363,819077.5019999999,SCISTW,True
FBP4001504,113336,113336,FGJ4005205,FMH4034252,1400,2300,Rectangular,-20.425559241021862,-20.67413066959329,87,840672.635,819004.882,840726.954,818936.687,SCISTW,True
FBP4001503,113337,113337,FGJ4005204,FGJ4005205,1400,2300,Rectangular,-19.995020464642742,-20.2521633217856,90,840619.363,819077.5019999999,840672.635,819004.882,SCISTW,True
FBP4001505,113338,113338,FGJ4005206,FGJ4003663,3000,2300,Rectangular,-22.00396740863175,-22.109681694346033,37,840871.302,818844.859,840884.375,818812.66,SCISTW,True
FBP4001020,113339,113339,FGJ4003663,FGJ4005207,3000,2300,Rectangular,-22.283077613582297,-22.494506185010867,74,840884.375,818812.66,840868.966,818747.6019999998,SCISTW,True
FBP4001508,113340,113340,FGJ4005209,FGJ4002060,3000,2300,Rectangular,-23.645232719098775,-23.77951843338449,47,840953.988,818612.466,840993.593,818613.1779999998,SCISTW,True
FBP4001506,113341,113341,FGJ4005207,FGJ4005208,2000,2300,Rectangular,-22.66790210424713,-22.896473532818558,80,840868.966,818747.6019999998,840911.6489999999,818680.096,SCISTW,True
FBP4001507,113342,113342,FGJ4005208,FGJ4013840,3000,2300,Rectangular,-23.06986945205482,-23.181298023483393,39,840911.6489999999,818680.096,840929.8445999998,818645.9867,SCISTW,True
FBP4000741,113343,113343,FGJ4002141,FGJ4005221,2500,2300,Rectangular,-0.9950122483736186,-1.2521551055164757,90,839200.436,821319.0679999999,839206.643,821229.052,SCISTW,True
FBP4001523,113344,113344,FGJ4005222,FMH4036780,900,1050,Rectangular,2.2817795900989046,2.0046367329560475,97,839656.8839999998,821304.708,839733.5,821246.273,SCISTW,True
FBP4001525,113345,113345,FGJ4005224,FGJ4002148,2500,2300,Rectangular,-5.924522465488974,-6.104522465488974,63,839277.1219999999,820508.035,839282.838,820444.922,SCISTW,True
FBP4000768,113346,113346,FGJ4002167,FGJ4005224,2500,2300,Rectangular,-5.551126546252712,-5.751126546252713,70,839270.804,820577.806,839277.1219999999,820508.035,SCISTW,True
FBP4000661,113347,113347,FSH4000900,FGJ4005226,900,1050,Rectangular,0.037632640027501496,-0.1823673599724985,77,839329.236,821590.714,839387.206,821540.733,SCISTW,True
FBP4001547,113350,113350,FGJ4005246,FGJ4024458,1500,750,Rectangular,4.971053056011002,4.948195913153858,8,838671.1609999998,822206.981,838677.909,822203.5141,SCISTW,True
FBP4001545,113351,113351,FGJ4005244,FGJ4005245,1500,750,Rectangular,5.483559180197811,5.352130608769239,46,838619.826,822232.775,838660.658,822212.378,SCISTW,True
FBP4001550,113352,113352,FGJ4005249,FGJ4005250,1500,750,Rectangular,4.0517550933516695,3.9146122362088125,48,838740.632,822170.4,838783.9599999998,822148.7049999998,SCISTW,True
FBP4001551,113353,113353,FGJ4005250,FGJ4005251,1500,750,Rectangular,3.7412163169725505,3.6212163169725504,42,838783.9599999998,822148.7049999998,838821.2659999998,822129.062,SCISTW,True
FBP4001554,113354,113354,FGJ4005253,FSH4000761,1500,750,Rectangular,2.835314273549479,2.8210285592637647,5,838904.5949999999,822087.3959999998,838909.02,822084.75,SCISTW,True
FBP7000723,113355,113355,FSH7005400,FGJ7030941,4340,0,Circular,4.0999999,3.9799999,42,838950.0638,817179.1829999998,838928.8364,817213.8356,SCISTW,True
FBP4002120,113356,113356,ZIA4002805,FGJ4005100,1500,700,Rectangular,-0.47932245940657003,-0.5136081736922843,12,829254.1126,825954.7018,829264.532,825948.631,SCISTW,True
FTP7000448,113357,113357,FGJ7030422,FGJ7030423,1260,2160,Oval,-27.389142917966915,-27.6748572036812,100,830548.9004,815659.5699,830608.0803,815740.1783999999,SCISTW,True
FTP7000450,113358,113358,FGJ7030424,FGJ7030425,1260,2160,Oval,-28.30736332786801,-28.593077613582295,100,830667.2602,815820.787,830726.4401,815901.3955,SCISTW,True
FTP7000457,113359,113359,FGJ7030431,FGJ7030432,1260,2160,Oval,-31.521134762521847,-31.80684904823613,100,831256.8741999998,816136.8636,831342.9314,816187.287,SCISTW,True
FTP7000458,113360,113360,FGJ7030432,FGJ7030433,1260,2160,Oval,-31.980244967472395,-32.26595925318668,100,831342.9314,816187.287,831416.3924,816255.0296999998,SCISTW,True
FTP7000459,113361,113361,FGJ7030433,FGJ7030434,1260,2160,Oval,-32.43935517242294,-32.72506945813723,100,831416.3924,816255.0296999998,831487.9581,816324.875,SCISTW,True
FBP4001860,113362,113362,FGJ4013840,FGJ4005209,2000,2300,Rectangular,-23.354693942719656,-23.471836799862512,41,840929.8445999998,818645.9867,840953.988,818612.466,SCISTW,True
FTP7000460,113363,113363,FGJ7030434,FGJ7030435,1260,2160,Oval,-32.89846537737349,-33.184179663087775,100,831487.9581,816324.875,831559.5237,816394.7202,SCISTW,True
FBP4001544,113364,113364,FGJ4005243,FGJ4005244,1500,750,Rectangular,5.782669385148358,5.6569550994340725,44,838578.92,822248.787,838619.826,822232.775,SCISTW,True
FTP7000579,113367,113367,FGJ7030775,FGJ7030776,600,600,Circular,1.6130204038186908,1.327306118104405,100,833118.2321999999,811312.8830999999,833034.5324999999,811367.2389999998,SCISTW,True
FTP7000588,113368,113368,FGJ7030784,FGJ7034659,600,600,Circular,-2.518971440736237,-2.7675428693076656,87,832756.3184,812087.5072,832753.2611999998,812173.963,SCISTW,True
FBP1000601,113369,113369,FSH1005180,FGJ1007282,1250,2500,Rectangular,2.6164962847656965,2.6029604162294593,3,813681.3994,826211.8719999999,813678.1422999998,826210.6918,Pillar Point STW,True
FBP1001158,113370,113370,FCH1005110,FCH1005111,1250,2500,Circular,-22.652000060824065,-22.86628577510978,75,813228.0705999999,825775.833,813165.1929,825734.3567999998,Pillar Point STW,True
FBP1001159,113371,113371,FCH1005107,FCH1005108,1250,2500,Rectangular,-21.001085769027366,-21.061085769027365,21,813334.2584,825906.8909999998,813327.577,825887.5017,Pillar Point STW,True
FBP4000444,113373,113373,FGJ4001502,FGJ4005023,1500,825,Rectangular,1.9019428510604526,1.8762285653461668,9,837371.0509999999,819072.881,837371.2219999998,819081.579,SCISTW,True
FBP4000880,113374,113374,FGJ4002960,FGJ4007400,1500,700,Rectangular,0.3637224411593582,0.2580081554450725,37,829156.023,826012.02,829188.0899999999,825993.2199999999,SCISTW,True
FBP4001580,113375,113375,FGJ4007400,FMH4023521,1500,700,Rectangular,0.0846122362088107,0.0246122362088107,21,829188.0899999999,825993.2199999999,829205.812,825982.8939999999,SCISTW,True
FBP4000821,113376,113376,FGJ4002201,FGJ4007460,2500,2300,Rectangular,-12.842089831543873,-12.876375545829587,12,839847.2029999999,819756.998,839858.849,819756.31,SCISTW,True
FBP4001600,113377,113377,FGJ4007460,FMH4036900,2500,2300,Rectangular,-13.049771465065849,-13.106914322208706,20,839858.849,819756.31,839878.626,819755.1439999999,SCISTW,True
FBP4000764,113378,113378,FGJ4002164,FGJ4007640,2500,2300,Rectangular,-3.505036745120857,-3.685036745120857,63,839233.819,820927.838,839240.0749999998,820865.084,SCISTW,True
FBP4001620,113379,113379,FGJ4007640,FGJ4002165,2500,2300,Rectangular,-3.858432664357119,-3.884146950071405,9,839240.0749999998,820865.084,839240.974,820856.067,SCISTW,True
FBP4000400,113380,113380,FSH4000520,FCH4000360,1500,1000,Rectangular,1.2266040807637382,1.1951755093351668,11,838087.9869999998,820359.0949999999,838089.3769999999,820348.0429999998,SCISTW,True
FBP4001000,113381,113381,FMH4034252,FCH4000620,3000,2300,Rectangular,-20.847526588829552,-20.85609801740098,3,840726.954,818936.687,840727.816,818934.376,SCISTW,True
FBP4001360,113382,113382,FGJ4005020,FMH4028520,1500,825,Rectangular,0.9397877455439769,0.8769306026868341,22,837372.6439999999,819166.5799999998,837372.885,819188.48,SCISTW,True
FBP4000445,113383,113383,FGJ4005023,FGJ4001501,1500,825,Rectangular,1.702832646109905,1.5885469318241907,40,837371.235,819081.755,837372.008,819121.392,SCISTW,True
FBP4001221,113384,113384,FGJ4003341,FGJ4003700,3000,2300,Rectangular,-17.118204129422967,-17.203918415137252,30,840348.505,819368.549,840370.936,819348.964,SCISTW,True
